,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
614,St. Peter’s,GPE,From here the first one you hit is St,516,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
176,Rome,GPE,"The line missed, by a substantial margin, the cluster of black squares indicating Rome’s major churches",517,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
177,Rome,GPE,"Unfortunately, Rome’s major churches were also Rome 
s ",518,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
178,Rome,GPE,"Unfortunately, Rome’s major churches were also Rome 
s ",519,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
926,the Margherita Bridge,FAC,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",520,520,41.9098428,12.4728453,,,,,,,
927,Via Cola di Riezo,FAC,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",521,521,41.9079743,12.465208,-75.8449946,43.1561681,"New York, United States",,,,
928,Piazza del Risorgimento,FAC,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",522,522,41.9063337,12.4580356,1.4408482,44.8655853,"Le Roc, Gourdon, Lot, Occitanie, France métropolitaine, 46200, France",,,,
667,St. Peter’s Square,GPE,"The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",523,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
574,St. Peter,GPE," 
“What’s wrong with St",524,132,33.20116,-96.6206811,-79.2418746,43.8093995,"Technicolor, 2259, Markham Road, Browns Corners, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W4, Canada",,,,
615,St. Peter’s,GPE,".”
“But the line goes through St",525,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
616,St. Peter’s,GPE,There was an Egyptian monolith in St,526,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
401,Vatican,FAC,"“The Vatican’s monolith 
y is not by Bernini",527,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
179,Rome,GPE," 
“Besides, the poem says the elements are spread across Rome ",528,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
668,St. Peter’s Square,GPE,St,529,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
58,Vatican City,GPE,Peter’s Square is in Vatican City,530,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
180,Rome,GPE,Not Rome,531,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
617,St. Peter’s,GPE,Most maps show St,532,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
59,Vatican City,GPE,"Peter’s Square as part of Vatican City, but because it’s outside 
a the walled city, Rom n officials for centuries have claimed
it as part of Rome",533,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
181,Rome,GPE,"Peter’s Square as part of Vatican City, but because it’s outside 
a the walled city, Rom n officials for centuries have claimed
it as part of Rome",534,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
618,St. Peter’s,GPE,"“And you know of 
Langdon was wi one in St",535,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
669,St. Peter’s Square,GPE,I know every corner of St,536,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
929,St. Peter’s Church,GPE,“What does it look like?” Langdon was starting to wonder if the Illuminati could really have been gutsy enough to position their second marker right outside St,537,537,37.0827119,-94.517125,12.3467594,42.760123,"Tevere, 00146, Italia",,,,
670,St. Peter’s Square,GPE,“I wasn’t thinking in those terms! That tile you’re talking about in St,538,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
619,St. Peter’s,GPE,“But I thought Michelangelo designed St,539,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
921,Piazza del Popolo,FAC,"Peter’s Squarewas designed by Bernini!”
As the caravan of Alpha Romeos tore out of Piazza del Popolo, everyone was in too much of a hurry to notice the BBC van pulling out behind them",540,496,41.9107038,12.4763579,-108.3376752,27.1462204,"Rio la Plata, Choix, Sinaloa, México",,,,
930,Alpha Rom,LOC," 73
G unther Glick floored the BBC van’s accelerator and swerved through traffic as he e 
tailed the four speeding Alpha Rom os across the Tiber River on Ponte Margherita",541,541,42.6557418,-83.2300345,12.4704438,41.7671409,"Alpha Italian Bar Bistrot, 28/30, Via Alvaro del Portillo, Selcetta, Zona XXVI Castel di Decima, Trigoria, Roma, Roma Capitale, Lazio, 00100, Italia",,,,
931,the Tiber River,LOC," 73
G unther Glick floored the BBC van’s accelerator and swerved through traffic as he e 
tailed the four speeding Alpha Rom os across the Tiber River on Ponte Margherita",542,542,42.2955402,12.4894408,,,,,,,
938,Ponte Margherita,LOC," 73
G unther Glick floored the BBC van’s accelerator and swerved through traffic as he e 
tailed the four speeding Alpha Rom os across the Tiber River on Ponte Margherita",543,543,41.9098428,12.4728453,1.502036,43.6399315,"Il Popolo, 12, Rue d'Ariane, ZA de Montredon, L'Union, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31240, France",,,,
806,London,GPE," 
Macri sat in her work area in 
an finish the back of the v 
ing a phone call with London",544,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
807,London,GPE,"“Break my transmitter,”
she warned, “and we’ll have to walkthis footage to London",545,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
620,St. Peter’s,GPE,".”
The four Alpha Romeos slipped deftly into traffic surrounding St",546,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
621,St. Peter’s,GPE,"They too seem 
Langdon watched through the windshield, he sensed a noose tightening around St",547,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
402,Vatican,FAC," 
In addition to the men Olivetti had just dispatched, the commander had radioed ahead to the Vatican and sent additional undercover guards to the center where Bernini’s West Ponentewas located",548,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
671,St. Peter’s Square,GPE,As Langdon looked out at the wide-open spaces of St,549,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
592,St. Peter’s Basilica,GPE,The springtime sun was setting behind St,550,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
622,St. Peter’s,GPE,As they crossed the open expanse of St,551,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
543,Vittoria,GPE," 
hoped Vittoria would not decide she needed it",552,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
623,St. Peter’s,GPE,"He could not im ut a
agine her whipping o 
weapon in St",553,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
182,Rome,GPE,"It seemed Rome was suddenly filled with ellipses, pyramids, and startling geometry",554,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
672,St. Peter’s Square,GPE," 
Somewhere around the obelisk, boldly positioned outside the largest church in the world, was the second altar of science-Bernini’s West Ponente -an elliptical block in St",555,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
624,St. Peter’s,GPE," 
Gunther Glick watched from the shadows of the pillars surrounding St",556,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
183,Rome,GPE,"Today had been a day of phone tips, corpses, unmarked cars racing through Rome, and men in tweed jackets climbing scaffolding in search of God only knew what",557,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
808,London,GPE,Glick knew the images were sailing over his head right now en route to London,558,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
184,Rome,GPE,"Not in his art books, not in his numerous trips to Rome, not everhad West Ponente ’s significance jumped out at him",559,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
939,West Ponente,GPE,"Not in his art books, not in his numerous trips to Rome, not everhad West Ponente ’s significance jumped out at him",560,560,40.7390496,-73.993548,-124.3302579,54.0223626,"RD, Vanderhoof, Regional District of Bulkley-Nechako, British Columbia, Canada",,,,
942,the West Wind,LOC," 
The relief was elliptical, about three feet long, and carved with a rudimentary face-a depiction of the West Wind as an angel-like countenance",561,561,44.8684756,-92.6221294,,,,,,,
403,Vatican,FAC,"Gusting from the angel’s mouth, Bernini had drawn a powerful breath of air blowing outward away from the Vatican ",562,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
404,Vatican,FAC,She pointed up at the Vatican as if showing Langdon something on the dome,563,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
625,St. Peter’s,GPE,".”
When the bells of St",564,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
185,Rome,GPE,apparently one of Rome’s homeless,565,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
673,St. Peter’s Square,GPE," 
Her video came 
nchor as sh 
ra felt like an a 
e lumbered across St",566,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
809,London,GPE," 
lled, “I will not
Macri ye 
under any circumstances give you the film in this camera
without speaking to my editor in London",567,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
405,Vatican,FAC,"The other f bed
orcibly grab 
her by the arm and twisted her in the direction of the Vatican",568,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
406,Vatican,FAC," 
in the crowded square outside the Vatican Virgin sacrifices on the altars of science ",569,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
407,Vatican,FAC," 
tter search had turned up nothing so
Either the guards had missed the canister, or the intruder had gotten deeper inside the Vatican than Commander Olivetti had been willing to entertain",570,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
60,Vatican City,GPE," 
As the tape rolled, she told him about the conversation she had just had with Gunther Glick in Vatican City",571,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
626,St. Peter’s,GPE,"In addition, BBC photo archives had just given her a positive ID
on the victim in St",572,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
315,U.S.,GPE,"“Usage and licensing price?”
“A million U",573,52,37.09024,-95.712891,10.124308,44.06670785,"Via Belvedere, Bergiola Foscalina, Carrara, Massa-Carrara, Toscana, 54033, Italia",,,,
186,Rome,GPE,".”
At that exact instant, somewhere in Rome, the Hassassin enjoyed a fleeting moment of repose in a comfortable chair",574,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
674,St. Peter’s Square,GPE," 
Robert Langdon stood nearby staring out at St",575,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
906,Santa Maria del Popolo,GPE,“Cardinal Ebner was found dead in the church of Santa Maria del Popolo just after eight o’clock,576,432,42.264516,-88.0044197,13.83074794,50.0601579,"Středočeský kraj, Česko",,,,
847,Earth,LOC,He had been suffocated and branded with the ambigrammatic word ‘Earth,577,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
627,St. Peter’s,GPE,.’ Cardinal Lamassé was murdered in St,578,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
61,Vatican City,GPE,".”
“Captain,” the camerlegno said, “excuse me if I seem less than hopeful, but I was under the impression that a search of Vatican City would take far more time than we have",579,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
408,Vatican,FAC,"However,ter assessing the situation, I am confident the antimatter canister is located in one of our white zones-those Vatican sectors accessible to public tours-the museums and St",580,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
593,St. Peter’s Basilica,GPE,"However,ter assessing the situation, I am confident the antimatter canister is located in one of our white zones-those Vatican sectors accessible to public tours-the museums and St",581,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
62,Vatican City,GPE,".”
“You intend to search only a small percentageof Vatican City?”
“Yes, signore",582,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
63,Vatican City,GPE,It is highly unlikely that an intruder gained access to the inner zones of Vatican City,583,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
409,Vatican,FAC,"We must rememb 
u 
er that the cardinals spent m ch of today in the
Vatican museums and St",584,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
594,St. Peter’s Basilica,GPE,"We must rememb 
u 
er that the cardinals spent m ch of today in the
Vatican museums and St",585,149,41.9021667,12.4539367,4.958558222,50.8034195,"Necropolis, Pastorijstraat, Grimde, Tienen, Leuven, Vlaams-Brabant, Vlaanderen, 3300, België / Belgique / Belgien",,,,
675,St. Peter’s Square,GPE," 
The soldier pointed to St",586,156,41.9022225,12.4567283,139.7594549,35.6828387,"東京都, 日本",,,,
64,Vatican City,GPE,"The central line ofstWe Ponente ’s breath points due east, directly away from Vatican City",587,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
628,St. Peter’s,GPE,.” The guard traced a line with his finger from St,588,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
932,the Tiber River,LOC,"Peter’s Square ac 
ross the Tiber River and up into the heart of 
old Rome",589,542,42.2955402,12.4894408,,,,,,,
187,Rome,GPE,"Peter’s Square ac 
ross the Tiber River and up into the heart of 
old Rome",590,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
188,Rome,GPE,"“As you can see, the line passes through almost all of Rome",591,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
943,"St 
 
",FAC,".”
Langdon looked out at St 
o 
",592,592,37.2245103,-95.7021189,-90.99004513,38.5434873,"St. Peters South, Washington, Franklin County, Missouri, United States",,,,
944,Peter’s,FAC,Peter’s Square a m ment,593,593,36.81002,-95.936619,12.47238174,41.90973165,"Ponte Regina Margherita, Rione XXII Prati, Municipio Roma I, Roma, Roma Capitale, Lazio, 00193, Italia",,,,
189,Rome,GPE,four towering beacons rising over Rome to mark the altars of science,594,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
190,Rome,GPE," 
“It’s a long shot,” Langdon said, “but I know that many of Rome’s obelisks were erected or moved during Bernini’s reign",595,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
945,Leipzig,GPE,"“There’s his famousFireworks , but they’re not sculpture,
and they’re in Leipzig, Germany",596,596,51.3396955,12.3730747,39.826869,21.420847,"مكة, منطقة مكة المكرمة, 24231, السعودية",,,,
946,Germany,GPE,"“There’s his famousFireworks , but they’re not sculpture,
and they’re in Leipzig, Germany",597,597,51.165691,10.451526,47.52676119,-18.93742945,"Haute étude en droit et en management (HEDM), lot III J 69 AE Soanierana, Làlana Ampanjaka Alidy, Soanierana, Antananarivo, Analamanga, Province d’Antananarivo, 1O1, Madagasikara",,,,
65,Vatican City,GPE,A mass stakeout means leaving Vatican City unprotected and canceling the search,598,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
410,Vatican,FAC,"“Would it have been created while Bernini was employed here at the Vatican?”
“Almost definitely,” Langdon said",599,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
411,Vatican,FAC,Vatican assets? He scanned the list of contents,600,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
412,Vatican,FAC," 
“Paperwork of all Vatican assets,” the guard said",601,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
413,Vatican,FAC,"In Bernini’s day, everything an artist created while under the patronage of e, by law,the Pope becam 
property of the Vatican",602,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
66,Vatican City,GPE,"“Including works placed in churches outsideVatican City?”
The soldier gave him an odd look",603,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
191,Rome,GPE,All Catholic churches in Rome are property of the Vatican,604,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
414,Vatican,FAC,All Catholic churches in Rome are property of the Vatican,605,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
940,West Ponente,GPE,It contained the names of the twenty or so churches that were located on a direct line with West Ponente ’s breath,606,560,40.7390496,-73.993548,-124.3302579,54.0223626,"RD, Vanderhoof, Regional District of Bulkley-Nechako, British Columbia, Canada",,,,
67,Vatican City,GPE," 
“For MSNBC news,” she announced, “this is Kelly Horan-Jones, live from Vatican City",607,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
629,St. Peter’s,GPE,".” The im 
of 
age behind her was a night shot St",608,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
192,Rome,GPE,We have reports that two members of the College of Cardinals have been brutally murdered in Rome,609,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
907,Santa Maria del Popolo,GPE,The Swiss Guards carried the body of Cardinal Ebner down the stairs outside Santa Maria del Popolo and lifted him into an Alpha Romeo,610,432,42.264516,-88.0044197,13.83074794,50.0601579,"Středočeský kraj, Česko",,,,
790,Frankfurt,GPE,"“This is believed to be the body of Cardinal Ebner of Frankfurt, Germany",611,240,50.1109221,8.6821267,3.7070719,43.935142,"Ganges, Lodève, Hérault, Occitanie, France métropolitaine, 34190, France",,,,
947,Germany,GPE,"“This is believed to be the body of Cardinal Ebner of Frankfurt, Germany",612,597,51.165691,10.451526,47.52676119,-18.93742945,"Haute étude en droit et en management (HEDM), lot III J 69 AE Soanierana, Làlana Ampanjaka Alidy, Soanierana, Antananarivo, Analamanga, Province d’Antananarivo, 1O1, Madagasikara",,,,
630,St. Peter’s,GPE,"“You just showed-”
The shot that filled the screen was of a couple in St",613,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
948,"the  
 
quare",FAC,"Peter’s S 
oving through the
quare, m 
crowd",614,614,36.1323667,-95.9653415,-76.9764,18.2867748,"Tiber River, Donnigton, Saint Mary, Middlesex County, Jamaica",,,,
415,Vatican,FAC," 
“This astonishing footage,” the reporter was saying, “was shot only minutes ago outside the Vatican",615,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
518,France,GPE,Our sources tell us this is the body of Cardinal Lamassé from France,616,85,46.227638,2.213749,-58.4114623,-34.5708169,"Galileo Galilei, Avenida Sarmiento, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425ABX, Argentina",,,,
416,Vatican,FAC,"So far, the Vatican has refused to comment",617,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
68,Vatican City,GPE,"Outside the window, in the settling dark, the raw magnetism of human tragedy seemed to be sucking people toward Vatican City",618,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
631,St. Peter’s,GPE,Pedestrians streamed toward them while a new batch of media personnel unloaded vans and staked their claim in St,619,150,39.0111135,-94.5775056,-103.3940184,25.507251,"Calle del Teflón, Torreón, Coahuila de Zaragoza, 27296, México",,,,
69,Vatican City,GPE," 
all, it will b 
”
“The truth? That Vatican City is threatened to be destroyed by satanic terrorists? It only weakens our position",620,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
417,Vatican,GPE," 
“By Vatican law,” the woman continued, “no formal autopsy is ever performed on a Pope, so the Illuminati claim of murder cannot be confirmed",621,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
418,Vatican,FAC,"Nonetheless, the Illumi ti
na 
hold that the cause of the late Pope’s death was not a strokeas the Vatican reported, butpoisoning",622,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
949,VATICAN,FAC,"  MURDER AT THE VATICAN 
POPE POISONED SATAN TOUCHES HOUSE OF GOD 
The camerlegno looked away",623,623,41.902916,12.453389,8.703128739,44.4560188,"Ponente, Genova, Liguria, Italia",,,,
951,Santa Maria de Popolo-,FAC,"“-tipped me off about the killing at Santa Maria de Popolo-”
“Wait!” the camerlegno said",624,624,42.2636071,-88.0036094,-4.8380649,39.3262345,España,,,,
952,VATICAN CITY,GPE,"Underneath his photo, it said: GUNTHER GLICK-LIVE IN VATICAN CITY",625,625,41.902916,12.453389,21.91911383,47.08150695,"X 33, Strada Simion Mehedinți, Oradea, Zona Metropolitană Oradea, Bihor, 410437, România",,,,
901,the Chigi Chapel,FAC,my videographer got the footage of the cardinal being removed from the Chigi Chapel,626,430,41.9114511,12.4764951,,,,,,,
810,London,GPE,".”
“Let me reiterate for our viewers,” the anchorma 
ng, “BBC reporter
n in London was sayi 
Gunther Glick is the man who first broke this story",627,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
419,Vatican,FAC,"The caller told me that the Pope’s death was nota stroke, as the Vatican had thought, but rather that the Pope had been poisoned by the Illuminati",628,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
811,London,GPE,.” Vittoria had once seen a photo taken at an aquarium in London where a pair of killer whales had been mistakenly overdosed by their trainer,629,278,51.5073509,-0.1277583,9.1905,45.4668,"Milano, Lombardia, Italia",,,,
70,Vatican City,GPE,"The alleged assassin 
plies a much
deeper infiltration of Vatican City than we had imagined",630,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
71,Vatican City,GPE,In twenty minutes I will be making a decision whether or not to cancel conclave and evacuate Vatican City,631,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
950,VATICAN,FAC," 
saw the headlines on the TERROR AT THE VATICAN 
Sylvie listened to the report, unable to believe her ears",632,623,41.902916,12.453389,8.703128739,44.4560188,"Ponente, Genova, Liguria, Italia",,,,
953,EARTH,LOC,"Two young techies ran by waving T-shirts that bore a picture of Bill Gates and the message: AND THE GEEKSHALL INHERIT THE EARTH!
“Illuminati!” one shouted",633,633,37.2321077,-95.7243335,-3.692005341,40.41379945,"Museo del Prado, 23, Calle Ruiz de Alarcón, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España",,,,
420,Vatican,FAC,"The Vatican called CERN from time to time as a
“courtesy” before issuing scathing statements condemning CERN’s research-most recently for CERN’s breakthroughs in nanotechn field the church 
ology, a denounced
because of its implications for genetic engineering",634,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
